Result,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,NPA,NPW,ST1,Opp.FSW,Opp.SSP,Opp.SSW,Opp.ACE,Opp.DBF,Opp.WNR,Opp.UFE,Opp.NPA,Opp.NPW,Gender,Surface,Big Points,CLUTCH%
0,63,26,37,11,1,5,29,37,22,9,1,32,38,18,4,2,34,25,16,8,Women,Clay,25,0.400000006
1,62,32,38,18,4,2,34,25,16,8,6,26,37,11,1,5,29,37,22,9,Women,Clay,25,0.600000024
1,67,22,33,10,3,2,13,16,4,3,6,13,44,6,0,6,3,19,7,3,Women,Clay,9,0.888888896
0,56,13,44,6,0,6,3,19,7,3,0,22,33,10,3,2,13,16,4,3,Women,Clay,9,0.111111112
0,65,28,35,12,1,4,15,25,3,2,4,25,37,12,1,1,17,20,5,5,Women,Clay,15,0.600000024
1,63,25,37,12,1,1,17,20,5,5,6,28,35,12,1,4,15,25,3,2,Women,Clay,15,0.400000006
0,66,11,34,7,1,0,9,29,16,9,0,22,30,8,2,2,11,15,7,6,Women,Clay,12,0.416666657
1,70,22,30,8,2,2,11,15,7,6,6,11,34,7,1,0,9,29,16,9,Women,Clay,12,0.583333313
0,57,11,43,3,2,2,10,24,13,8,3,28,12,3,1,1,19,14,12,10,Women,Clay,18,0.388888896
1,88,28,12,3,1,1,19,14,12,10,6,11,43,3,2,2,10,24,13,8,Women,Clay,18,0.611111104
0,56,29,44,18,0,2,27,42,21,13,5,31,36,14,1,6,13,25,17,10,Women,Clay,16,0.5625
1,64,31,36,14,1,6,13,25,17,10,7,29,44,18,0,2,27,42,21,13,Women,Clay,16,0.4375
0,67,32,33,14,0,1,42,47,31,12,7,57,9,4,0,1,33,27,24,14,Women,Clay,28,0.321428567
1,91,57,9,4,0,1,33,27,24,14,5,32,33,14,0,1,42,47,31,12,Women,Clay,28,0.678571403
1,57,21,43,15,1,1,18,5,12,9,6,19,50,15,1,9,29,33,17,8,Women,Clay,14,0.571428597
0,50,19,50,15,1,9,29,33,17,8,2,21,43,15,1,1,18,5,12,9,Women,Clay,14,0.428571433
1,63,46,37,17,3,1,48,37,28,16,6,44,25,13,0,2,37,31,15,10,Women,Clay,25,0.560000002
0,75,44,25,13,0,2,37,31,15,10,4,46,37,17,3,1,48,37,28,16,Women,Clay,25,0.439999998
1,62,24,38,12,5,1,32,21,21,13,6,20,32,9,1,1,13,12,16,10,Women,Clay,11,0.454545468
0,68,20,32,9,1,1,13,12,16,10,1,24,38,12,5,1,32,21,21,13,Women,Clay,11,0.545454562
0,63,31,37,16,0,4,9,21,12,5,6,30,34,13,1,2,30,45,11,9,Women,Clay,11,0.363636374
1,66,30,34,13,1,2,30,45,11,9,0,31,37,16,0,4,9,21,12,5,Women,Clay,11,0.636363626
0,57,31,43,8,2,5,17,18,12,6,6,32,22,4,0,2,25,18,14,13,Women,Clay,15,0.600000024
1,78,32,22,4,0,2,25,18,14,13,7,31,43,8,2,5,17,18,12,6,Women,Clay,15,0.400000006
0,70,28,30,5,2,2,27,27,34,20,4,41,16,3,0,0,30,25,24,16,Women,Clay,18,0.333333343
1,84,41,16,3,0,0,30,25,24,16,6,28,30,5,2,2,27,27,34,20,Women,Clay,18,0.666666687
1,66,42,34,12,4,5,37,28,20,12,6,28,23,7,1,1,19,24,6,3,Women,Clay,25,0.439999998
0,77,28,23,7,1,1,19,24,6,3,1,42,34,12,4,5,37,28,20,12,Women,Clay,25,0.560000002
0,72,28,28,8,3,0,15,22,10,8,1,41,38,10,12,11,42,39,6,2,Women,Clay,20,0.449999988
1,62,41,38,10,12,11,42,39,6,2,6,28,28,8,3,0,15,22,10,8,Women,Clay,20,0.550000012
1,52,14,48,14,5,0,40,12,10,8,6,10,20,1,0,0,2,3,2,2,Women,Clay,7,0.714285731
0,80,10,20,1,0,0,2,3,2,2,0,14,48,14,5,0,40,12,10,8,Women,Clay,7,0.285714298
1,69,27,31,8,10,0,29,21,12,10,6,20,45,20,2,4,10,17,4,3,Women,Clay,17,0.235294119
0,55,20,45,20,2,4,10,17,4,3,4,27,31,8,10,0,29,21,12,10,Women,Clay,17,0.764705896
1,57,44,43,20,9,5,36,35,13,4,7,31,43,23,2,7,17,27,15,10,Women,Hard,20,0.550000012
0,57,31,43,23,2,7,17,27,15,10,5,44,43,20,9,5,36,35,13,4,Women,Hard,20,0.449999988
0,44,12,56,7,1,3,19,23,20,12,4,21,44,10,0,6,15,25,30,20,Women,Hard,19,0.526315808
1,56,21,44,10,0,6,15,25,30,20,6,12,56,7,1,3,19,23,20,12,Women,Hard,19,0.473684222
1,63,26,37,9,4,1,19,20,11,6,6,20,37,10,0,4,8,24,19,13,Women,Hard,15,0.533333361
0,63,20,37,10,0,4,8,24,19,13,0,26,37,9,4,1,19,20,11,6,Women,Hard,15,0.466666669
0,60,21,40,7,0,3,14,28,34,18,4,23,37,8,3,3,23,17,14,7,Women,Hard,17,0.470588237
1,63,23,37,8,3,3,23,17,14,7,6,21,40,7,0,3,14,28,34,18,Women,Hard,17,0.529411793
0,58,14,42,5,3,3,19,18,10,5,2,20,40,9,1,4,17,15,13,12,Women,Hard,15,0.466666669
1,60,20,40,9,1,4,17,15,13,12,6,14,42,5,3,3,19,18,10,5,Women,Hard,15,0.533333361
0,60,40,40,18,1,4,15,33,12,7,4,43,32,14,5,8,44,42,23,17,Women,Hard,20,0.550000012
1,68,43,32,14,5,8,44,42,23,17,6,40,40,18,1,4,15,33,12,7,Women,Hard,20,0.449999988
0,55,26,45,18,3,8,41,42,20,8,6,40,27,7,3,9,21,30,24,16,Women,Hard,32,0.53125
1,73,40,27,7,3,9,21,30,24,16,4,26,45,18,3,8,41,42,20,8,Women,Hard,32,0.46875
0,69,37,31,14,3,1,17,20,24,12,3,38,40,19,15,2,46,22,16,12,Women,Hard,9,0.555555582
1,60,38,40,19,15,2,46,22,16,12,6,37,31,14,3,1,17,20,24,12,Women,Hard,9,0.444444448
0,75,22,25,8,1,1,18,32,15,10,2,23,55,16,2,3,22,23,22,16,Women,Hard,16,0.25
1,45,23,55,16,2,3,22,23,22,16,6,22,25,8,1,1,18,32,15,10,Women,Hard,16,0.75
0,54,18,46,11,2,7,20,35,16,7,4,19,46,15,6,0,12,9,5,4,Women,Hard,9,0.555555582
1,54,19,46,15,6,0,12,9,5,4,6,18,46,11,2,7,20,35,16,7,Women,Hard,9,0.444444448
1,62,26,38,11,6,4,22,13,13,9,6,28,34,8,0,4,15,29,12,6,Women,Hard,12,0.416666657
0,66,28,34,8,0,4,15,29,12,6,4,26,38,11,6,4,22,13,13,9,Women,Hard,12,0.583333313
0,66,8,34,3,0,4,7,22,6,3,3,17,42,8,3,2,20,12,12,10,Women,Hard,10,0.200000003
1,58,17,42,8,3,2,20,12,12,10,6,8,34,3,0,4,7,22,6,3,Women,Hard,10,0.800000012
1,78,54,22,9,2,1,45,47,21,14,4,47,32,12,4,6,30,50,19,12,Women,Hard,34,0.441176474
0,68,47,32,12,4,6,30,50,19,12,6,54,22,9,2,1,45,47,21,14,Women,Hard,34,0.558823526
1,60,41,40,18,7,5,45,51,32,18,4,39,36,14,2,3,22,28,9,7,Women,Hard,21,0.523809552
0,64,39,36,14,2,3,22,28,9,7,6,41,40,18,7,5,45,51,32,18,Women,Hard,21,0.476190478
0,62,34,38,21,2,2,13,27,10,7,6,47,37,22,3,4,46,45,34,27,Women,Hard,20,0.400000006
1,63,47,37,22,3,4,46,45,34,27,4,34,38,21,2,2,13,27,10,7,Women,Hard,20,0.600000024
0,54,9,46,5,1,5,3,24,8,3,1,23,19,3,3,1,13,8,5,4,Women,Hard,8,0.125
1,81,23,19,3,3,1,13,8,5,4,6,9,46,5,1,5,3,24,8,3,Women,Hard,8,0.875
0,56,44,44,21,9,10,30,44,18,13,7,48,32,17,2,6,24,38,30,19,Women,Hard,24,0.625
1,68,48,32,17,2,6,24,38,30,19,6,44,44,21,9,10,30,44,18,13,Women,Hard,24,0.375
0,58,22,42,8,3,6,17,35,17,9,4,25,49,16,0,0,14,23,17,12,Women,Hard,21,0.666666687
1,51,25,49,16,0,0,14,23,17,12,6,22,42,8,3,6,17,35,17,9,Women,Hard,21,0.333333343
0,52,18,48,10,4,7,20,27,13,8,3,22,30,6,1,2,12,7,3,3,Women,Hard,9,0.444444448
1,70,22,30,6,1,2,12,7,3,3,6,18,48,10,4,7,20,27,13,8,Women,Hard,9,0.555555582
0,55,21,45,10,4,3,24,35,24,16,5,26,49,17,0,1,16,13,14,9,Women,Hard,16,0.25
1,51,26,49,17,0,1,16,13,14,9,7,21,45,10,4,3,24,35,24,16,Women,Hard,16,0.75
0,73,43,27,10,1,3,27,32,20,12,6,41,39,21,1,4,32,58,35,27,Women,Hard,28,0.428571433
1,61,41,39,21,1,4,32,58,35,27,3,43,27,10,1,3,27,32,20,12,Women,Hard,28,0.571428597
0,52,16,48,16,0,5,7,30,5,3,2,29,35,10,11,6,23,21,9,9,Women,Hard,9,0.444444448
1,65,29,35,10,11,6,23,21,9,9,6,16,48,16,0,5,7,30,5,3,Women,Hard,9,0.555555582
0,55,14,45,6,0,1,12,34,17,11,1,25,30,8,2,2,12,15,8,5,Women,Hard,16,0.3125
1,70,25,30,8,2,2,12,15,8,5,6,14,45,6,0,1,12,34,17,11,Women,Hard,16,0.6875
1,66,28,44,7,6,1,22,16,13,10,6,14,41,12,0,3,3,21,13,4,Women,Hard,9,0.555555582
0,59,14,41,12,0,3,3,21,13,4,3,28,44,7,6,1,22,16,13,10,Women,Hard,9,0.444444448
1,75,42,25,12,1,1,13,15,14,7,6,30,47,13,4,3,32,41,29,19,Women,Hard,15,0.733333349
0,53,30,47,13,4,3,32,41,29,19,4,42,25,12,1,1,13,15,14,7,Women,Hard,15,0.266666681
1,61,36,39,15,6,3,24,20,15,11,6,28,44,12,7,3,25,30,11,9,Women,Hard,14,0.571428597
0,56,28,44,12,7,3,25,30,11,9,4,36,39,15,6,3,24,20,15,11,Women,Hard,14,0.428571433
0,75,27,25,6,0,4,13,33,13,8,2,30,21,5,0,2,13,23,9,7,Women,Hard,14,0.571428597
1,79,30,21,5,0,2,13,23,9,7,6,27,25,6,0,4,13,33,13,8,Women,Hard,14,0.428571433
1,52,31,48,12,3,5,20,23,28,14,6,30,19,5,0,2,28,27,26,19,Women,Hard,16,0.5
0,81,30,19,5,0,2,28,27,26,19,4,31,48,12,3,5,20,23,28,14,Women,Hard,16,0.5
0,44,17,56,10,1,9,15,29,7,6,0,17,56,14,2,3,16,9,6,6,Women,Hard,12,0.583333313
1,44,17,56,14,2,3,16,9,6,6,6,17,56,10,1,9,15,29,7,6,Women,Hard,12,0.416666657
1,58,24,42,11,7,0,33,19,21,13,6,16,7,1,0,1,12,18,16,9,Women,Hard,16,0.8125
0,93,16,7,1,0,1,12,18,16,9,3,24,42,11,7,0,33,19,21,13,Women,Hard,16,0.1875
1,64,21,36,11,4,1,16,13,8,6,6,16,43,7,3,3,15,19,10,5,Women,Hard,8,0.75
0,57,16,43,7,3,3,15,19,10,5,3,21,36,11,4,1,16,13,8,6,Women,Hard,8,0.25
1,76,22,34,6,0,1,14,11,9,9,6,12,45,5,0,0,11,27,18,10,Women,Hard,13,0.615384638
0,55,12,45,5,0,0,11,27,18,10,1,22,34,6,0,1,14,11,9,9,Women,Hard,13,0.384615391
0,47,27,53,27,2,7,41,43,38,26,4,34,32,14,2,3,28,27,22,15,Women,Hard,32,0.53125
1,68,34,32,14,2,3,28,27,22,15,6,27,53,27,2,7,41,43,38,26,Women,Hard,32,0.46875
0,48,10,52,4,0,8,10,35,10,5,3,25,35,8,3,5,16,19,8,7,Women,Hard,15,0.400000006
1,65,25,35,8,3,5,16,19,8,7,6,10,52,4,0,8,10,35,10,5,Women,Hard,15,0.600000024
1,66,52,34,21,7,5,34,57,13,6,6,44,41,20,5,2,27,47,19,14,Women,Hard,29,0.689655185
0,59,44,41,20,5,2,27,47,19,14,4,52,34,21,7,5,34,57,13,6,Women,Hard,29,0.310344815
1,64,39,36,12,2,4,18,21,6,5,6,33,21,5,1,2,10,26,9,6,Women,Hard,12,0.833333313
0,79,33,21,5,1,2,10,26,9,6,2,39,36,12,2,4,18,21,6,5,Women,Hard,12,0.166666672
0,41,9,59,15,0,4,2,16,7,1,2,24,58,15,8,6,33,25,16,7,Women,Hard,12,0.25
1,42,24,58,15,8,6,33,25,16,7,6,9,59,15,0,4,2,16,7,1,Women,Hard,12,0.75
1,56,28,44,12,4,6,19,19,15,9,6,13,45,9,0,4,14,39,15,9,Women,Hard,20,0.649999976
0,55,13,45,9,0,4,14,39,15,9,2,28,44,12,4,6,19,19,15,9,Women,Hard,20,0.349999994
1,46,14,54,18,2,2,10,18,5,5,6,21,26,6,0,4,14,27,7,5,Women,Hard,14,0.357142866
0,74,21,26,6,0,4,14,27,7,5,2,14,54,18,2,2,10,18,5,5,Women,Hard,14,0.642857134
1,80,25,20,8,0,0,12,18,5,4,7,19,42,6,2,2,14,35,9,5,Women,Hard,14,0.5
0,58,19,42,6,2,2,14,35,9,5,5,25,20,8,0,0,12,18,5,4,Women,Hard,14,0.5
1,62,26,38,11,0,1,18,12,15,11,6,21,43,15,5,3,18,21,26,11,Women,Hard,16,0.4375
0,57,21,43,15,5,3,18,21,26,11,4,26,38,11,0,1,18,12,15,11,Women,Hard,16,0.5625
1,54,39,46,19,5,3,41,39,34,22,6,44,29,14,0,1,22,30,20,15,Women,Hard,20,0.5
0,71,44,29,14,0,1,22,30,20,15,1,39,46,19,5,3,41,39,34,22,Women,Hard,20,0.5
0,67,18,33,8,1,2,4,19,3,1,2,19,42,13,4,1,29,17,17,12,Women,Hard,12,0.5
1,58,19,42,13,4,1,29,17,17,12,6,18,33,8,1,2,4,19,3,1,Women,Hard,12,0.5
0,67,10,33,7,0,1,5,15,10,6,1,20,33,8,2,0,24,11,16,14,Women,Hard,10,0.5
1,67,20,33,8,2,0,24,11,16,14,6,10,33,7,0,1,5,15,10,6,Women,Hard,10,0.5
0,52,39,48,26,4,6,29,44,27,17,3,49,26,15,1,3,18,31,16,11,Women,Hard,27,0.481481493
1,74,49,26,15,1,3,18,31,16,11,6,39,48,26,4,6,29,44,27,17,Women,Hard,27,0.518518507
1,56,27,44,15,1,4,23,33,11,6,7,30,41,14,5,5,27,46,12,8,Women,Hard,28,0.5
0,59,30,41,14,5,5,27,46,12,8,5,27,44,15,1,4,23,33,11,6,Women,Hard,28,0.5
0,47,14,53,10,2,5,18,37,9,7,3,27,18,7,0,0,6,14,2,2,Women,Hard,8,0.5
1,82,27,18,7,0,0,6,14,2,2,6,14,53,10,2,5,18,37,9,7,Women,Hard,8,0.5
1,59,28,41,17,8,2,23,21,5,4,6,31,36,17,7,3,20,23,10,7,Women,Hard,4,0.25
0,64,31,36,17,7,3,20,23,10,7,4,28,41,17,8,2,23,21,5,4,Women,Hard,4,0.75
0,52,13,48,10,3,2,3,2,0,0,4,21,45,11,4,2,4,2,0,0,Women,Hard,5,0.200000003
1,55,21,45,11,4,2,4,2,0,0,6,13,48,10,3,2,3,2,0,0,Women,Hard,5,0.800000012
1,73,47,27,11,3,4,29,29,16,13,6,21,42,17,1,5,15,23,6,5,Women,Hard,27,0.703703701
0,58,21,42,17,1,5,15,23,6,5,2,47,27,11,3,4,29,29,16,13,Women,Hard,27,0.296296299
1,69,28,31,12,2,3,11,11,1,1,6,24,35,8,0,4,34,46,9,8,Women,Hard,24,0.541666687
0,65,24,35,8,0,4,34,46,9,8,2,28,31,12,2,3,11,11,1,1,Women,Hard,24,0.458333343
0,67,17,33,4,3,4,15,27,4,2,0,16,49,12,1,1,14,10,12,10,Women,Hard,17,0.470588237
1,51,16,49,12,1,1,14,10,12,10,6,17,33,4,3,4,15,27,4,2,Women,Hard,17,0.529411793
0,47,8,53,4,1,6,13,38,5,4,0,21,31,7,0,2,7,8,3,3,Women,Hard,10,0.200000003
1,69,21,31,7,0,2,7,8,3,3,6,8,53,4,1,6,13,38,5,4,Women,Hard,10,0.800000012
1,63,49,37,19,0,7,23,35,20,10,5,45,37,17,9,10,29,56,22,16,Women,Hard,29,0.586206913
0,63,45,37,17,9,10,29,56,22,16,7,49,37,19,0,7,23,35,20,10,Women,Hard,29,0.413793117
1,62,17,48,11,2,2,16,17,7,4,6,13,47,4,0,5,8,22,5,3,Women,Hard,14,0.714285731
0,63,13,47,4,0,5,8,22,5,3,2,17,48,11,2,2,16,17,7,4,Women,Hard,14,0.285714298
0,53,32,47,11,3,4,19,33,15,12,4,28,42,13,1,5,10,13,7,7,Women,Hard,11,0.272727281
1,58,28,42,13,1,5,10,13,7,7,6,32,47,11,3,4,19,33,15,12,Women,Hard,11,0.727272749
0,63,38,37,18,2,2,25,55,17,10,7,51,36,19,0,10,26,42,19,14,Women,Hard,19,0.368421048
1,64,51,36,19,0,10,26,42,19,14,6,38,37,18,2,2,25,55,17,10,Women,Hard,19,0.631578922
1,63,26,37,12,5,1,15,23,5,4,6,27,32,15,0,3,15,33,9,5,Women,Hard,12,0.333333343
0,68,27,32,15,0,3,15,33,9,5,3,26,37,12,5,1,15,23,5,4,Women,Hard,12,0.666666687
1,60,31,40,15,2,5,21,23,7,6,6,25,26,3,4,5,21,40,10,8,Women,Hard,19,0.684210539
0,74,25,26,3,4,5,21,40,10,8,2,31,40,15,2,5,21,23,7,6,Women,Hard,19,0.315789461
1,54,18,46,16,3,0,35,30,27,18,6,24,27,9,0,4,12,17,11,7,Women,Hard,19,0.368421048
0,73,24,27,9,0,4,12,17,11,7,3,18,46,16,3,0,35,30,27,18,Women,Hard,19,0.631578922
1,53,19,47,18,0,4,8,20,6,5,6,21,55,13,1,8,13,47,3,3,Women,Hard,11,0.636363626
0,45,21,55,13,1,8,13,47,3,3,3,19,47,18,0,4,8,20,6,5,Women,Hard,11,0.363636374
0,54,29,46,16,1,8,23,60,15,12,6,40,27,7,5,6,16,42,5,3,Women,Hard,21,0.523809552
1,73,40,27,7,5,6,16,42,5,3,4,29,46,16,1,8,23,60,15,12,Women,Hard,21,0.476190478
0,46,15,54,7,1,6,16,19,16,13,1,24,48,12,1,5,21,20,22,15,Women,Hard,20,0.349999994
1,52,24,48,12,1,5,21,20,22,15,6,15,54,7,1,6,16,19,16,13,Women,Hard,20,0.649999976
1,72,26,28,6,3,0,21,13,0,62,6,10,50,10,1,4,9,19,0,34,Women,Hard,11,0.636363626
0,50,10,50,10,1,4,9,19,0,34,1,26,28,6,3,0,21,13,0,62,Women,Hard,11,0.363636374
1,51,13,49,12,1,0,13,8,8,6,6,8,57,5,0,8,3,18,6,3,Women,Hard,9,0.666666687
0,43,8,57,5,0,8,3,18,6,3,0,13,49,12,1,0,13,8,8,6,Women,Hard,9,0.333333343
0,68,22,42,6,3,4,11,17,6,3,2,19,48,13,6,1,28,13,13,9,Women,Hard,10,0.600000024
1,62,19,48,13,6,1,28,13,13,9,6,22,42,6,3,4,11,17,6,3,Women,Hard,10,0.400000006
0,65,43,35,18,1,2,15,37,18,10,6,48,42,26,6,6,38,55,19,13,Women,Hard,24,0.375
1,58,48,42,26,6,6,38,55,19,13,4,43,35,18,1,2,15,37,18,10,Women,Hard,24,0.625
1,64,28,36,14,1,2,8,21,15,9,6,19,42,13,4,1,15,32,13,6,Women,Hard,5,0.800000012
0,58,19,42,13,4,1,15,32,13,6,3,28,36,14,1,2,8,21,15,9,Women,Hard,5,0.200000003
1,57,27,43,7,6,8,33,30,19,10,7,20,40,8,4,5,10,21,5,4,Women,Hard,23,0.565217376
0,60,20,40,8,4,5,10,21,5,4,5,27,43,7,6,8,33,30,19,10,Women,Hard,23,0.434782594
1,61,27,39,13,3,3,28,32,25,20,6,16,48,12,1,4,7,18,8,4,Women,Hard,13,0.692307711
0,52,16,48,12,1,4,7,18,8,4,4,27,39,13,3,3,28,32,25,20,Women,Hard,13,0.307692319
0,54,21,46,14,1,5,11,29,12,6,2,22,57,22,5,6,30,30,12,8,Women,Hard,19,0.526315808
1,43,22,57,22,5,6,30,30,12,8,6,21,46,14,1,5,11,29,12,6,Women,Hard,19,0.473684222
1,59,32,41,10,2,5,24,35,8,5,6,28,31,6,0,3,14,43,14,9,Women,Hard,22,0.5
0,69,28,31,6,0,3,14,43,14,9,3,32,41,10,2,5,24,35,8,5,Women,Hard,22,0.5
0,53,48,47,21,6,4,35,51,23,16,6,45,28,16,5,2,26,29,13,10,Women,Hard,20,0.600000024
1,72,45,28,16,5,2,26,29,13,10,4,48,47,21,6,4,35,51,23,16,Women,Hard,20,0.400000006
0,49,17,51,4,3,7,20,31,6,4,1,16,50,14,0,1,11,6,6,5,Women,Hard,8,0.375
1,50,16,50,14,0,1,11,6,6,5,6,17,51,4,3,7,20,31,6,4,Women,Hard,8,0.625
0,63,12,37,3,0,4,6,26,4,0,0,21,22,4,1,1,9,12,10,8,Women,Hard,14,0.428571433
1,78,21,22,4,1,1,9,12,10,8,6,12,37,3,0,4,6,26,4,0,Women,Hard,14,0.571428597
1,51,29,49,15,8,1,49,41,30,19,6,32,39,11,1,2,21,29,14,7,Women,Hard,38,0.421052635
0,61,32,39,11,1,2,21,29,14,7,1,29,49,15,8,1,49,41,30,19,Women,Hard,38,0.578947365
0,59,29,41,14,5,1,26,18,28,19,4,39,43,20,11,2,38,16,23,17,Men,Grass,15,0.400000006
1,57,39,43,20,11,2,38,16,23,17,6,29,41,14,5,1,26,18,28,19,Men,Grass,15,0.600000024
0,62,77,38,35,18,4,60,28,27,19,7,85,33,31,12,3,57,32,46,39,Men,Grass,28,0.5
1,67,85,33,31,12,3,57,32,46,39,6,77,38,35,18,4,60,28,27,19,Men,Grass,28,0.5
1,72,44,28,10,17,3,41,18,26,17,6,34,30,14,4,0,24,13,19,12,Men,Grass,9,0.666666687
0,70,34,30,14,4,0,24,13,19,12,2,44,28,10,17,3,41,18,26,17,Men,Grass,9,0.333333343
1,77,40,23,12,6,0,25,11,14,11,6,35,21,8,1,4,16,27,22,13,Men,Grass,14,0.357142866
0,79,35,21,8,1,4,16,27,22,13,2,40,23,12,6,0,25,11,14,11,Men,Grass,14,0.642857134
0,68,61,32,15,7,2,32,29,29,20,4,53,33,17,9,3,40,26,44,30,Men,Grass,23,0.782608688
1,67,53,33,17,9,3,40,26,44,30,6,61,32,15,7,2,32,29,29,20,Men,Grass,23,0.217391297
0,59,41,41,27,7,6,22,28,11,6,3,56,30,11,25,3,53,30,33,26,Men,Grass,18,0.5
1,70,56,30,11,25,3,53,30,33,26,6,41,41,27,7,6,22,28,11,6,Men,Grass,18,0.5
1,63,56,37,21,21,3,56,32,21,15,6,59,27,14,7,8,33,28,11,10,Men,Grass,25,0.439999998
0,73,59,27,14,7,8,33,28,11,10,3,56,37,21,21,3,56,32,21,15,Men,Grass,25,0.560000002
0,61,47,39,21,3,1,28,16,33,24,3,55,29,16,15,2,40,26,38,27,Men,Grass,14,0.571428597
1,71,55,29,16,15,2,40,26,38,27,6,47,39,21,3,1,28,16,33,24,Men,Grass,14,0.428571433
0,61,31,39,16,4,5,20,18,14,9,3,45,30,16,16,2,41,19,11,8,Men,Grass,7,0.428571433
1,70,45,30,16,16,2,41,19,11,8,6,31,39,16,4,5,20,18,14,9,Men,Grass,7,0.571428597
1,67,56,33,21,22,6,61,29,47,35,7,40,46,22,4,2,22,15,23,15,Men,Grass,14,0.642857134
0,54,40,46,22,4,2,22,15,23,15,6,56,33,21,22,6,61,29,47,35,Men,Grass,14,0.357142866
0,64,66,36,18,13,2,55,40,22,15,5,64,33,23,16,0,52,21,50,32,Men,Grass,19,0.631578922
1,67,64,33,23,16,0,52,21,50,32,7,66,36,18,13,2,55,40,22,15,Men,Grass,19,0.368421048
1,78,46,22,9,6,2,19,20,9,7,6,33,42,17,4,12,17,44,21,14,Men,Grass,15,0.400000006
0,58,33,42,17,4,12,17,44,21,14,4,46,22,9,6,2,19,20,9,7,Men,Grass,15,0.600000024
0,69,60,31,14,3,2,33,33,34,25,4,65,37,26,12,6,60,27,61,44,Men,Grass,19,0.421052635
1,63,65,37,26,12,6,60,27,61,44,6,60,31,14,3,2,33,33,34,25,Men,Grass,19,0.578947365
1,63,58,37,21,20,7,64,29,25,18,6,48,37,24,7,1,23,34,27,14,Men,Grass,13,0.538461566
0,63,48,37,24,7,1,23,34,27,14,7,58,37,21,20,7,64,29,25,18,Men,Grass,13,0.461538464
0,66,48,34,21,5,5,42,30,49,29,6,59,35,20,20,6,55,36,26,17,Men,Grass,19,0.315789461
1,65,59,35,20,20,6,55,36,26,17,7,48,34,21,5,5,42,30,49,29,Men,Grass,19,0.684210539
1,68,54,32,15,18,2,47,13,48,32,7,46,29,19,2,3,40,10,36,26,Men,Grass,7,0.571428597
0,71,46,29,19,2,3,40,10,36,26,6,54,32,15,18,2,47,13,48,32,Men,Grass,7,0.428571433
0,85,26,15,3,3,1,14,13,22,8,3,35,30,14,7,0,32,6,25,21,Men,Grass,8,0.25
1,70,35,30,14,7,0,32,6,25,21,6,26,15,3,3,1,14,13,22,8,Men,Grass,8,0.75
0,54,27,46,17,1,3,17,22,21,11,4,38,38,20,7,2,29,15,41,29,Men,Grass,10,0.300000012
1,62,38,38,20,7,2,29,15,41,29,6,27,46,17,1,3,17,22,21,11,Men,Grass,10,0.699999988
1,68,102,32,27,22,10,55,44,34,22,6,81,41,39,20,13,95,74,59,42,Men,Grass,36,0.5
0,59,81,41,39,20,13,95,74,59,42,3,102,32,27,22,10,55,44,34,22,Men,Grass,36,0.5
0,66,52,34,21,3,2,49,33,37,24,7,62,31,22,8,3,45,29,82,50,Men,Grass,27,0.407407403
1,69,62,31,22,8,3,45,29,82,50,6,52,34,21,3,2,49,33,37,24,Men,Grass,27,0.592592597
0,71,39,29,10,4,3,17,12,11,9,2,40,32,17,11,4,39,17,17,11,Men,Grass,25,0.639999986
1,68,40,32,17,11,4,39,17,17,11,6,39,29,10,4,3,17,12,11,9,Men,Grass,25,0.360000014
1,66,37,34,17,8,1,35,19,43,33,6,34,40,12,12,7,29,30,21,10,Men,Grass,14,0.5
0,60,34,40,12,12,7,29,30,21,10,2,37,34,17,8,1,35,19,43,33,Men,Grass,14,0.5
0,53,43,47,22,6,3,29,36,31,17,1,42,53,26,6,9,29,47,34,20,Men,Grass,26,0.384615391
1,47,42,53,26,6,9,29,47,34,20,6,43,47,22,6,3,29,36,31,17,Men,Grass,26,0.615384638
1,55,43,45,29,11,4,36,14,21,18,6,51,48,27,11,11,34,36,26,14,Men,Grass,10,0.200000003
0,52,51,48,27,11,11,34,36,26,14,4,43,45,29,11,4,36,14,21,18,Men,Grass,10,0.800000012
1,57,37,43,26,5,1,32,11,31,20,6,41,40,20,12,2,44,37,21,13,Men,Grass,25,0.560000002
0,60,41,40,20,12,2,44,37,21,13,4,37,43,26,5,1,32,11,31,20,Men,Grass,25,0.439999998
1,75,47,25,12,9,2,46,21,41,29,6,32,33,10,4,4,23,13,13,9,Men,Grass,10,0.699999988
0,67,32,33,10,4,4,23,13,13,9,3,47,25,12,9,2,46,21,41,29,Men,Grass,10,0.300000012
0,60,32,40,12,1,3,15,20,15,11,1,31,37,17,6,0,34,14,31,23,Men,Grass,13,0.538461566
1,63,31,37,17,6,0,34,14,31,23,6,32,40,12,1,3,15,20,15,11,Men,Grass,13,0.461538464
1,75,55,25,19,22,1,40,20,24,16,6,47,35,15,4,4,27,20,18,13,Men,Grass,4,0.5
0,65,47,35,15,4,4,27,20,18,13,1,55,25,19,22,1,40,20,24,16,Men,Grass,4,0.5
0,59,43,41,25,2,5,26,21,25,14,4,51,37,18,26,3,64,21,33,21,Men,Grass,15,0.600000024
1,63,51,37,18,26,3,64,21,33,21,6,43,41,25,2,5,26,21,25,14,Men,Grass,15,0.400000006
